ID_ORDER,DTE_ORDER,ID_CUSTOMER,ID_PART,QTY_ORDERED,AMT_TOTAL,REF_PAYMENT_METHOD,DTE_DELIVERY_EST,CAT_ORDER_CHANNEL,TYP_CUSTOMER_SEGMENT,REF_COUNTRY_CODE,REF_DISCOUNT_CODE,QTY_BACKORDER,RAT_DISCOUNT_APPLIED,TST_INSERTION,AUD_USR_INSERT,DES_ORDER_NOTE
ORD000278,2025-01-23,CUST9000,PART4155,X,4236.74,CRYPTO,2025-07-14,PHONE,VIP,,DEPRECATED,5,0.10,2025-01-01T10:52:41,alexander35,Know different before box. Agreement possible thousand either.
ORD000279,2024-12-17,CUST9736,PART1412,null,6113.21,CARD,2025-08-15,B2B_PORTAL,VIP,FRA,SPRING2025,N/A,0.10,2024-07-06T17:58:45,kmorris,Condition environment common. Result early establish create face some.
ORD000280,INVALID_DATE,CUST2109,PART1546,X,577.15,,2025-06-30,,CORPORATE,USA,SPRING2025,5,0.15,2024-10-31T03:07:38,wilsonsteve,Worker course record find will term ever.
ORD000281,2024-07-03,CUST6799,PART2840,null,1379.08,CRYPTO,2025-07-15,STORE,VIP,ITA,NEWCLIENT,1,,2025-03-20T15:36:28,davisvincent,
ORD000282,2025-04-09,CUST3779,PART1790,16,4737.88,CASH,2025-07-23,B2B_PORTAL,VIP,DEU,,1,0.05,2024-09-04T16:37:46,piercerobert,Example cold decade term writer but dog by. Sure wall phone expert.
ORD000283,2025-06-06,CUST6276,PART4626,-1,4351.82,CRYPTO,2025-07-29,STORE,B2C,DEU,DEPRECATED,1,,2024-06-25T04:19:07,cookvalerie,Image behind film travel. His development money seem.
ORD000284,2024-09-07,CUST5477,PART9490,0,,CASH,,,,ESP,,,0.00,2025-05-27T10:01:28,collinburns,Stand economic attack tell any yeah window concern. Manage although part loss.
ORD000285,2025-03-09,CUST6302,PART8079,0,2620.42,CARD,2025-06-27,PHONE,,ESP,,1,0.15,2024-09-07T12:10:07,meganhopkins,
ORD000286,2024-12-13,CUST8156,PART1623,8,1661.92,TRANSFER,,STORE,VIP,USA,,5,0.00,2025-05-19T16:29:42,dbryant,Trouble father effort approach carry miss condition.
ORD000287,2025-03-06,CUST9024,PART2731,-1,9280.36,,2025-07-03,B2B_PORTAL,B2C,ITA,SPRING2025,5,0.05,2025-02-25T05:21:56,lisa73,
ORD000288,2025-03-02,CUST9254,PART2122,11,6719.23,CASH,2025-07-28,B2B_PORTAL,B2B,ESP,,2,0.00,2024-12-24T13:57:12,asanders,Remember suddenly together commercial large short course plant.
ORD000289,2025-02-27,CUST4762,PART7796,9,9890.55,,2025-07-04,,VIP,ESP,SPRING2025,1,0.05,2024-09-16T00:59:42,uholmes,Born exactly ten spring even offer money. Public administration budget two.
ORD000290,2024-07-26,,PART7848,X,8040.83,CARD,2025-08-22,,B2B,FRA,,2,0.10,2025-05-18T20:07:09,sparkscynthia,See economic quickly forget day mind. Full smile no game word decide.
ORD000291,2024-08-30,CUST8829,ERROR,16,6674.26,,2025-08-02,,CORPORATE,DEU,NEWCLIENT,,0.15,2024-07-27T20:07:15,elizabethjames,Effect high stage cultural. All say structure partner fight.
ORD000292,2025-01-02,CUST9759,PART2230,3,3921.36,CARD,2025-08-02,PHONE,B2C,FRA,DEPRECATED,N/A,,2025-04-01T05:07:53,dawndavis,Bad light shoulder. Study sort society where lot the. Despite marriage amount.
ORD000293,2025-05-13,CUST4423,PART5761,0,6479.75,CASH,2025-07-28,,CORPORATE,DEU,DEPRECATED,0,,2025-03-17T11:50:35,andrewgillespie,Fund outside attorney once around. Rather strong game. Nothing several suffer.
ORD000294,2025-03-13,CUST8119,PART8340,-1,6502.53,CRYPTO,,B2B_PORTAL,B2C,,SPRING2025,1,,2025-05-07T02:32:34,gouldtravis,Name daughter beat support. Conference baby night off war maintain father.
ORD000295,2025-03-13,,PART5231,null,1891.96,CASH,2025-07-05,ONLINE,VIP,ESP,NEWCLIENT,N/A,0.15,2024-07-20T04:27:29,meredith63,Or always way amount activity apply.
ORD000296,2025-04-24,CUST2633,PART2880,-1,4324.66,CASH,2025-07-23,B2B_PORTAL,B2C,FRA,,2,,2024-11-28T08:16:04,parsonsmatthew,Where rather require will morning country themselves.
ORD000297,2025-04-28,CUST4578,PART6680,9,ERROR,,2025-08-22,ONLINE,B2B,DEU,DEPRECATED,,0.00,2025-02-27T15:25:21,adamsdavid,Hard tax company hair. Today source cut usually test.
ORD000298,2024-09-04,CUST9773,PART4115,null,3748.38,,2025-07-15,,,DEU,DEPRECATED,5,0.00,2025-01-13T21:46:49,wrightedward,Range commercial oil there quite team near must. Their world stage whom moment.
ORD000299,2025-06-08,CUST1072,PART3600,X,5559.99,CASH,2025-08-14,B2B_PORTAL,,FRA,SPRING2025,5,0.05,2024-10-07T08:55:22,laurendavis,
ORD000300,INVALID_DATE,CUST4766,PART5382,19,3142.54,,2025-07-31,B2B_PORTAL,,ITA,,,0.10,2024-10-30T04:36:07,ashley74,
ORD000301,2025-03-01,CUST4872,PART5316,0,9262.8,,2025-07-02,B2B_PORTAL,B2C,,SPRING2025,,0.00,2024-09-20T08:38:52,tamaravaughn,South head describe white performance. Final customer religious blood.
ORD000302,2025-04-20,CUST8104,PART6259,null,8329.43,CARD,2025-07-24,STORE,CORPORATE,DEU,NEWCLIENT,,,2024-09-11T11:58:22,travisbaker,Everybody break way around prepare tell goal. Team past challenge because.
ORD000303,2025-06-06,CUST3185,PART3820,-1,4122.16,TRANSFER,2025-08-01,STORE,CORPORATE,FRA,,N/A,,2024-11-06T07:59:18,james94,Store politics yard. Us war end similar clear win hospital.
ORD000304,2025-04-06,CUST7714,PART3435,X,6280.34,TRANSFER,2025-08-02,,B2C,,DEPRECATED,1,0.05,2025-02-25T13:23:20,jonathanholden,Bed finally scene street seat. Building major enough case its.
ORD000305,2024-07-31,CUST7276,ERROR,17,,CARD,2025-07-24,ONLINE,,USA,NEWCLIENT,1,0.15,2024-11-07T23:08:47,ihinton,Product professor apply. From carry by store respond.
ORD000306,2024-09-30,CUST1247,PART5255,0,-100,,2025-06-27,,B2C,USA,NEWCLIENT,,0.05,2024-11-03T05:02:10,joycedebra,West child husband meeting live whole listen.
ORD000307,2025-03-01,CUST7867,PART7052,X,,CASH,2025-07-06,STORE,,,DEPRECATED,2,0.10,2024-09-15T17:09:04,sheltonsean,Tell close few personal east. Draw last life region.
ORD000308,2025-02-02,CUST6034,PART6799,-1,2875.48,CARD,,PHONE,B2C,USA,NEWCLIENT,,0.10,2025-05-10T10:13:41,nbuckley,Voice event focus school. Available run much local.
ORD000309,2024-11-27,CUST7435,PART2965,17,8284.8,,2025-08-09,ONLINE,VIP,,,2,,2024-07-20T19:48:21,hrodriguez,Reflect according eat into prove job send. Probably method reduce address away.
ORD000310,INVALID_DATE,,PART7401,X,4356.66,,,,,,DEPRECATED,N/A,0.10,2024-08-27T01:51:13,veronicavilla,Production firm teach. Consumer detail of indeed indeed assume check option.
ORD000311,2025-02-08,CUST2341,PART9393,null,7838.49,,2025-07-31,B2B_PORTAL,,USA,,2,0.05,2025-04-04T07:27:19,maryroberts,Notice thing walk perhaps half. From admit rate something research our.
ORD000312,2025-02-06,CUST2426,PART4458,X,8575.81,CASH,2025-08-13,STORE,B2B,ESP,,N/A,0.00,2024-08-17T19:56:51,ramirezlisa,Feeling nature become fill professor above final.
ORD000313,2025-05-19,CUST9198,ERROR,10,-100,TRANSFER,2025-07-21,PHONE,CORPORATE,FRA,DEPRECATED,1,0.15,2024-07-15T07:44:13,bmack,Style interesting while still town near deal. Although Mrs again Mrs plant.
ORD000314,2024-12-21,CUST7380,PART6658,14,,,2025-08-07,ONLINE,CORPORATE,USA,SPRING2025,0,0.15,2024-09-20T14:00:05,carl31,Site economic explain like how enjoy.
ORD000315,2025-03-02,CUST3240,PART5967,null,6670.25,CARD,2025-06-24,B2B_PORTAL,,ITA,,0,,2024-11-20T13:00:12,oacosta,
ORD000316,2025-03-13,CUST5681,PART9213,0,3110.13,,,,VIP,ESP,,0,,2025-02-14T01:00:38,sharonsmith,Challenge the news break everybody respond.
ORD000317,INVALID_DATE,CUST9624,PART7489,-1,9356.88,CARD,2025-06-28,ONLINE,,FRA,,N/A,0.00,2025-06-20T11:13:46,jamesrosales,Health tough successful fight two white.
ORD000318,2024-12-10,,PART2645,-1,575.62,CRYPTO,2025-08-06,ONLINE,B2C,ITA,SPRING2025,0,0.10,2024-07-21T17:28:05,grimesveronica,Despite plan possible process Mr fish. Party discover suddenly.
ORD000319,2024-11-07,CUST5545,PART6762,null,5203.94,TRANSFER,,STORE,B2B,FRA,SPRING2025,N/A,0.05,2024-07-10T09:25:07,ashleygarcia,
ORD000320,2025-06-15,CUST5806,PART7317,null,4019.67,CRYPTO,2025-08-03,PHONE,B2B,USA,,N/A,,2024-12-31T16:50:28,richard61,Lot laugh move power seek nor. Miss agency price teach movement reduce sing.
ORD000321,2024-08-26,CUST6718,PART6291,18,8695.82,CRYPTO,2025-07-02,ONLINE,B2C,,,N/A,0.05,2025-01-31T23:13:31,ereyes,Account only would skin. Last environmental treat point carry back.
ORD000322,2025-02-03,CUST4836,PART3132,null,8626.15,TRANSFER,,PHONE,CORPORATE,FRA,SPRING2025,N/A,0.00,2024-08-08T09:32:52,julieray,Together teacher responsibility road perhaps ten name.
ORD000323,2024-12-03,CUST7119,PART4704,7,1588.44,,2025-06-29,B2B_PORTAL,CORPORATE,FRA,DEPRECATED,2,0.00,2025-03-04T22:40:16,joshuacooper,Federal point garden big film card guy. Gas people exactly cost you century.
ORD000324,2024-07-15,CUST3580,ERROR,25,9116.03,CASH,2025-06-25,ONLINE,VIP,FRA,,N/A,,2024-07-01T23:33:57,daviskelli,Task public activity professor need this yard begin.
ORD000325,INVALID_DATE,CUST5000,PART5443,5,8218.89,,2025-08-09,STORE,,ESP,DEPRECATED,2,0.15,2024-11-18T12:12:19,reedjacob,
ORD000326,2025-06-03,CUST8424,PART9015,null,-100,CRYPTO,2025-07-02,STORE,B2C,,NEWCLIENT,2,0.15,2025-04-02T09:37:25,michael85,Fact difficult scientist. Purpose reality fear account.
ORD000327,2024-07-05,CUST6420,PART2540,null,5719.2,CASH,,B2B_PORTAL,B2C,ITA,NEWCLIENT,2,,2024-07-10T08:47:51,ywatkins,Organization perhaps civil likely million painting last.
ORD000328,2024-10-05,CUST8327,PART7770,null,4594.03,,2025-08-12,STORE,CORPORATE,USA,NEWCLIENT,,,2024-11-17T10:13:43,pfreeman,Style year fall other box not western. Provide ready focus.
ORD000329,2024-09-13,CUST7837,PART4564,X,1999.53,,2025-06-27,ONLINE,CORPORATE,,DEPRECATED,2,0.10,2024-06-30T15:13:10,phillipsjacob,Town assume learn. Simply computer though find responsibility break remain.
ORD000330,INVALID_DATE,CUST6939,PART6964,X,9584.12,CRYPTO,2025-08-12,PHONE,CORPORATE,DEU,DEPRECATED,5,0.00,2025-02-25T17:51:48,heather82,Necessary address whether manager. Wide thought center discuss clear.
ORD000331,2024-07-18,CUST6287,PART6948,X,4134.6,,2025-08-11,,VIP,DEU,,,0.15,2024-06-27T23:26:10,thompsonandrew,
ORD000332,2025-06-03,CUST4661,PART6252,-1,8215.04,CARD,2025-08-15,STORE,VIP,,SPRING2025,1,0.15,2025-03-10T06:44:06,mcdonaldjason,Authority along rich can. Threat decide themselves.
ORD000333,2024-07-12,CUST5128,PART2942,-1,5708.63,CASH,2025-08-10,STORE,B2C,FRA,SPRING2025,0,0.10,2025-01-28T07:06:21,tinagraves,
ORD000334,2025-03-26,CUST6777,PART1218,0,-100,CASH,2025-07-13,,B2C,ESP,SPRING2025,5,0.00,2025-02-05T12:01:52,zroy,Relationship care office everything water serious each part.
ORD000335,2024-12-12,CUST3534,PART9257,X,6283.35,,2025-08-14,STORE,VIP,FRA,DEPRECATED,2,0.00,2025-04-04T13:07:04,xthompson,Cut top least those. Administration so court risk southern.
ORD000336,2025-02-19,CUST3792,PART5020,0,4058.34,CRYPTO,2025-07-11,,B2B,,,0,,2025-05-31T10:49:42,laura40,Inside body some away strategy everyone. Learn out minute indicate.
ORD000337,2025-06-07,CUST6422,PART1592,-1,8649.43,,2025-08-11,B2B_PORTAL,CORPORATE,ITA,,2,0.00,2024-12-30T18:22:00,paulaphillips,Sometimes board fill. Staff little beat chair. Though woman sense despite.
ORD000338,2025-05-31,CUST5758,PART7045,-1,959.72,CASH,2025-07-19,B2B_PORTAL,VIP,,SPRING2025,0,0.00,2024-10-28T10:04:18,wesleyperkins,North single want. Billion play final by fill hit thing who.
ORD000339,2025-03-17,CUST1841,PART5575,-1,2551.06,,,,B2B,FRA,NEWCLIENT,N/A,0.10,2024-10-16T03:01:24,lauratorres,
ORD000340,2025-06-15,CUST9057,PART8763,23,3595.59,CASH,2025-07-23,STORE,B2C,ESP,,N/A,0.10,2025-02-05T21:08:41,kimberlybecker,Country return show buy collection reflect however society.
ORD000341,2024-07-17,CUST3783,PART6781,9,4089.53,,2025-07-12,STORE,VIP,ESP,,,0.10,2025-03-17T20:46:36,wfreeman,Speech ready interest thing beat daughter position watch.
ORD000342,2024-07-19,CUST8869,PART9354,0,9788.1,CRYPTO,2025-07-24,,CORPORATE,,NEWCLIENT,5,0.00,2025-06-21T12:16:53,karen03,Suffer enjoy attack center project gun.
ORD000343,2024-10-03,CUST3869,PART3817,-1,9084.35,,,ONLINE,VIP,USA,DEPRECATED,0,0.05,2024-11-19T22:59:48,ashleycummings,Us serious thousand become property TV. Call lay like four.
ORD000344,INVALID_DATE,CUST8014,ERROR,-1,3122.15,,2025-07-19,PHONE,B2B,DEU,NEWCLIENT,1,0.15,2025-04-26T04:50:25,carlydyer,School rise material all yet think. Table financial down go travel.
ORD000345,2025-01-08,CUST3655,PART7109,X,3087.2,CARD,2025-08-13,B2B_PORTAL,B2B,FRA,,N/A,0.15,2024-10-19T00:37:36,dharper,
ORD000346,2024-09-23,CUST7511,PART4213,0,3404.49,,2025-07-14,,,DEU,SPRING2025,1,0.15,2024-09-03T22:01:42,taylor73,
ORD000347,2025-03-08,CUST1864,PART7795,-1,6746.99,CARD,,ONLINE,VIP,USA,DEPRECATED,1,0.00,2025-06-03T18:18:59,stacy32,
ORD000348,2025-04-26,CUST4671,PART8511,-1,637.37,TRANSFER,2025-07-22,PHONE,B2C,ESP,,0,0.00,2024-08-02T23:39:20,wagnerstephanie,Above something gas city. Tv cause seat car current doctor.
ORD000349,2025-02-10,CUST6561,PART3674,X,1949.26,TRANSFER,,ONLINE,,,,N/A,0.05,2025-05-10T00:10:49,meghanwright,Let night agree remember TV myself establish face.
ORD000350,2024-11-27,CUST8170,PART7788,0,4918.99,CASH,,B2B_PORTAL,B2B,ESP,NEWCLIENT,N/A,0.05,2025-01-19T22:41:34,david77,Health of wall. Whose stay store. On sport throughout.
ORD000351,2024-10-19,,PART2358,X,823.39,,2025-08-07,,,DEU,NEWCLIENT,5,0.00,2025-05-07T20:54:41,uwest,Worry drug scene stand. Wrong onto let anything finish.
ORD000352,2024-09-24,CUST2469,PART8700,null,178.78,,2025-07-10,PHONE,CORPORATE,USA,NEWCLIENT,5,0.15,2024-08-12T14:39:53,sedwards,Answer husband compare strong week. Interesting effect some city.
ORD000353,2024-09-18,CUST2345,PART5166,X,7020.3,CASH,2025-06-24,B2B_PORTAL,B2C,,,2,0.05,2024-10-30T18:26:34,lucerorichard,Blue care moment letter especially. I against easy blood anything.
ORD000354,2025-01-10,CUST5634,PART4372,-1,1947.09,TRANSFER,2025-07-14,PHONE,B2B,USA,NEWCLIENT,,0.10,2025-03-23T14:36:51,hornemarcus,Seat financial Congress well traditional appear.
ORD000355,2024-10-12,CUST6240,PART6642,X,9035.13,,2025-08-17,ONLINE,,ESP,,,0.15,2024-06-28T23:39:13,meredithtaylor,Deep both fish newspaper factor religious medical.
ORD000356,2025-01-23,CUST6245,PART8705,0,7220.27,,,,B2C,,NEWCLIENT,0,0.10,2025-03-12T12:18:40,ccarrillo,Show lot able stock now mention science. Artist board long.
ORD000357,2024-08-31,CUST9902,PART1536,0,6007.27,,2025-06-24,PHONE,B2B,ITA,,1,0.00,2024-11-13T11:58:34,poolekevin,Gas main him. Whom record figure traditional may card rest.
ORD000358,2025-02-07,CUST4304,PART3198,null,4950.88,CASH,2025-07-31,STORE,CORPORATE,ITA,,2,0.00,2024-12-21T16:05:46,shanson,Weight east hear product success. Forget find call population.
ORD000359,2025-03-10,CUST8898,PART1290,15,9322.0,CARD,2025-08-03,,CORPORATE,ITA,SPRING2025,2,0.00,2025-04-14T08:32:01,gbrown,
ORD000360,2024-10-08,CUST5057,PART8444,null,2625.85,CASH,,STORE,VIP,ITA,,N/A,0.00,2025-04-29T17:48:07,daniel39,Position shoulder under may. Ball identify politics apply.
ORD000361,2024-09-21,CUST5658,PART1438,X,,CARD,2025-07-01,ONLINE,,,DEPRECATED,N/A,0.05,2024-11-17T19:22:14,oliviaperkins,Child employee perform firm simple else.
ORD000362,2025-03-14,CUST6116,PART5852,11,1662.01,CASH,2025-07-27,PHONE,CORPORATE,ESP,,,0.15,2024-10-07T08:18:48,lindahawkins,Source kid campaign. Away economy test. Contain most under improve.
ORD000363,2025-04-30,CUST8116,PART1290,0,5308.52,CRYPTO,2025-08-12,PHONE,CORPORATE,USA,DEPRECATED,,0.15,2024-08-13T11:47:53,jeffrey52,
ORD000364,INVALID_DATE,CUST1356,PART7333,X,9171.69,CRYPTO,,STORE,VIP,,DEPRECATED,1,,2024-09-07T23:59:40,cynthia28,Enjoy these cut really where. Training understand much though phone.
ORD000365,2025-02-21,CUST9374,PART5690,0,526.32,CARD,2025-08-02,STORE,CORPORATE,FRA,SPRING2025,,0.10,2025-01-11T04:51:46,knighterica,Attention southern cultural region data.
ORD000366,2024-11-09,CUST1367,PART4657,8,4011.98,CRYPTO,2025-07-29,,CORPORATE,DEU,DEPRECATED,0,0.15,2024-07-24T22:36:37,katherinemann,Color continue catch couple. Its month government water eye walk newspaper.
ORD000367,2025-04-17,CUST5031,PART4498,null,7293.62,CARD,2025-08-08,PHONE,VIP,ESP,DEPRECATED,0,0.10,2025-02-08T23:59:00,jason41,Task structure move attorney billion begin outside. Week hundred drug few.
ORD000368,2025-06-07,CUST7678,PART5618,0,-100,,2025-06-27,PHONE,B2B,USA,,1,0.05,2025-05-29T03:33:01,alvarezlindsay,Good relationship fight how reach according.
ORD000369,2024-10-02,CUST9637,PART2199,null,9663.01,CASH,2025-08-11,PHONE,VIP,FRA,DEPRECATED,1,,2025-04-28T08:28:51,bryanbrandt,Assume Mrs sing adult. Upon would identify move.
ORD000370,2024-10-01,CUST9611,PART4554,-1,,CASH,2025-08-12,STORE,B2C,,NEWCLIENT,0,0.15,2025-03-04T00:59:34,gjohnson,
ORD000371,2025-03-18,CUST8353,PART4904,null,2814.49,,,,VIP,USA,NEWCLIENT,N/A,0.05,2024-10-18T08:04:21,kathleensmith,Even practice generation help. Ok rate camera again player.
ORD000372,2025-05-20,CUST3941,PART3026,-1,2894.4,TRANSFER,2025-08-18,ONLINE,B2B,ITA,,2,,2024-11-11T05:57:35,bfrank,Can when nearly already. Or way buy thus pull all use. Whose offer ask risk.
ORD000373,2024-09-04,CUST6723,PART8064,X,7184.22,CARD,2025-07-28,PHONE,VIP,USA,,0,0.10,2025-01-23T06:48:48,ryan39,Them onto seven. Likely meeting still save tax situation.
ORD000374,2024-11-30,CUST4089,PART7995,X,-100,,2025-08-05,STORE,CORPORATE,,,N/A,0.15,2024-11-29T10:50:40,caleb92,
ORD000375,2025-05-10,CUST9316,PART1818,null,6800.83,CRYPTO,2025-07-01,STORE,VIP,ESP,,0,0.00,2025-01-20T15:25:27,david94,Include hit no require service. Seem task down.
ORD000376,2025-02-27,CUST2677,PART7914,-1,9488.55,,2025-08-14,STORE,B2B,FRA,NEWCLIENT,1,,2024-10-09T20:01:21,wriley,
ORD000377,INVALID_DATE,CUST2080,PART5210,X,6941.63,CRYPTO,2025-07-30,B2B_PORTAL,,,DEPRECATED,N/A,0.10,2025-03-23T22:36:44,james17,Long their thus population certainly long too.
ORD000378,2025-03-26,CUST7301,PART3224,17,8785.26,CRYPTO,,ONLINE,B2B,DEU,DEPRECATED,5,0.10,2024-10-26T17:27:45,gnorton,Although something help hot five. Occur appear style like month road issue.
ORD000379,2025-04-14,CUST5017,PART2598,14,,CARD,2025-07-23,ONLINE,CORPORATE,USA,SPRING2025,1,,2024-11-12T00:03:46,rdiaz,Industry race author unit race campaign most.
ORD000380,2025-04-01,CUST4791,PART2007,null,1321.34,CASH,2025-07-28,B2B_PORTAL,B2C,FRA,DEPRECATED,,0.00,2024-08-25T15:34:00,sarah48,Also property dream style. Project then then say hospital represent medical.
ORD000381,2025-02-14,CUST7122,PART4775,5,7652.35,,2025-07-29,PHONE,,DEU,,0,0.15,2025-02-20T01:14:34,iholmes,Degree on major either show choose. Me somebody me remember happy stage.
ORD000382,2024-11-30,CUST2422,PART5045,0,9137.74,CRYPTO,2025-07-24,B2B_PORTAL,B2C,USA,,0,0.05,2024-07-12T14:59:51,millertracey,No myself suffer character measure.
ORD000383,2024-07-15,CUST5937,PART3841,4,7877.46,TRANSFER,,STORE,B2B,ESP,NEWCLIENT,1,0.00,2024-07-24T19:24:33,jacksonzoe,Oil result begin individual. What design media perhaps score scene stop.
ORD000384,INVALID_DATE,CUST8043,PART2391,22,8060.63,,2025-07-14,PHONE,B2C,ESP,NEWCLIENT,,0.05,2024-11-24T10:13:06,olee,Manage audience box election game good site.
ORD000385,2025-01-13,CUST3961,PART8323,X,7742.44,CARD,2025-07-30,STORE,CORPORATE,USA,,5,0.00,2024-10-22T03:20:32,angela90,Order car operation effort thousand. Election list treatment especially.
ORD000386,2024-12-14,CUST4263,PART8793,2,ERROR,CRYPTO,2025-07-09,ONLINE,,,SPRING2025,1,0.05,2024-12-31T10:32:00,cookchristopher,They international relationship create. Company arm market say mention feel.
ORD000387,2024-08-12,CUST8720,PART6665,-1,6289.54,CASH,,STORE,B2C,,,,,2024-12-10T11:02:14,muellerelizabeth,Evening less beat. Upon last sign. Sound most enjoy. Talk author message pick.
ORD000388,2024-12-16,CUST9852,PART4086,X,8706.93,CRYPTO,2025-07-16,,B2C,USA,NEWCLIENT,2,0.00,2025-01-09T20:20:11,murphymichael,Everyone example weight trial away.
ORD000389,2025-04-29,CUST3594,PART5628,12,-100,,2025-07-23,PHONE,B2B,USA,NEWCLIENT,5,,2024-10-30T18:27:57,oking,Build sell mission conference. Reduce threat Mr general.
ORD000390,2024-09-17,CUST2094,PART6316,0,5603.81,,2025-08-22,,CORPORATE,DEU,DEPRECATED,2,0.05,2024-11-21T18:39:56,gquinn,
ORD000391,2024-08-06,CUST4936,PART4702,null,1762.61,TRANSFER,,B2B_PORTAL,,FRA,,2,0.05,2024-09-27T16:13:01,khanchristopher,No red over. Mouth can note meeting stay few allow agree.
ORD000392,2025-03-16,CUST8954,PART3124,null,5802.24,,,PHONE,B2C,USA,NEWCLIENT,0,0.15,2025-04-09T09:25:11,davidhall,Would education recent effect four sell operation half.
ORD000393,2025-05-13,CUST7769,PART3099,0,3811.63,,2025-07-11,PHONE,B2C,,DEPRECATED,1,0.05,2024-07-19T21:57:23,megandavis,Understand trouble surface peace environment school.
ORD000394,2024-11-18,CUST8498,PART9069,23,1237.82,CARD,2025-08-18,B2B_PORTAL,B2C,FRA,SPRING2025,5,0.15,2024-08-18T20:27:19,brittanyhaley,
ORD000395,2025-01-09,CUST8453,PART3973,X,4254.28,CARD,2025-07-01,ONLINE,B2C,ITA,,1,0.05,2024-11-18T15:09:53,btownsend,Her simply view finally. That our center fly.
ORD000396,2024-08-13,CUST7816,PART5132,X,9605.26,TRANSFER,,PHONE,B2B,USA,,5,0.10,2024-08-21T05:20:31,kathryn25,
ORD000397,2025-01-21,CUST8473,PART6555,X,7755.03,,2025-08-08,PHONE,B2B,DEU,NEWCLIENT,0,0.00,2025-01-29T03:47:01,steven65,Family son view that. Remain green control take. Black sister say.
ORD000398,2025-06-04,CUST6850,PART2747,6,8670.37,CARD,2025-06-27,ONLINE,B2C,USA,DEPRECATED,N/A,0.00,2024-09-30T13:02:12,mooremonica,
ORD000399,2024-12-13,CUST6420,PART9538,-1,5171.95,CASH,2025-07-02,B2B_PORTAL,,,DEPRECATED,0,0.05,2025-04-19T10:46:39,gail97,Open send set. Sign support since receive into town.
ORD000400,2025-02-26,CUST1953,PART6640,null,,,2025-06-26,STORE,B2B,USA,,5,,2025-05-05T11:14:25,steelejason,Discuss by list Republican. Including machine skin particular relate on.
ORD000401,2024-10-10,CUST9261,PART2635,0,4711.9,CARD,2025-08-19,ONLINE,B2B,ESP,DEPRECATED,,,2024-11-03T10:34:55,sharon59,On arrive subject standard hundred on be act. Blood stuff watch natural treat.
ORD000402,2025-05-21,CUST6420,PART5619,-1,913.73,CRYPTO,2025-08-14,PHONE,VIP,DEU,DEPRECATED,5,0.00,2024-10-26T17:25:33,kelly01,
ORD000403,2025-05-01,CUST5097,PART8077,null,8295.67,CRYPTO,2025-07-21,,B2C,ITA,,N/A,0.05,2025-02-17T04:18:50,rrowe,
ORD000404,2024-08-24,CUST2819,PART4723,X,2309.47,,,ONLINE,CORPORATE,ESP,SPRING2025,N/A,0.00,2025-02-09T06:41:40,margaret42,Rock wrong natural candidate. Understand college couple goal.
ORD000405,2025-02-13,CUST1827,PART4106,19,3527.24,CARD,2025-08-18,ONLINE,B2C,DEU,,1,0.00,2025-05-31T02:36:32,raymondferguson,Century team run. Similar hundred suggest culture discuss special.
ORD000406,INVALID_DATE,CUST4347,PART7491,-1,9613.76,CASH,2025-06-28,B2B_PORTAL,,ITA,SPRING2025,1,0.05,2024-07-21T16:41:41,jessicalee,Production others full true meet bit.
ORD000407,2025-01-23,CUST7086,PART9752,null,9939.18,,2025-06-29,ONLINE,,ITA,DEPRECATED,N/A,0.15,2024-08-26T16:37:03,vprice,Former line radio. These trade director guess yard.
ORD000408,INVALID_DATE,CUST1807,PART9282,null,2070.01,,2025-08-10,B2B_PORTAL,B2C,DEU,,0,0.05,2024-11-26T11:39:31,psandoval,
ORD000409,2025-01-15,CUST3216,PART3889,null,587.53,,2025-07-02,B2B_PORTAL,,ESP,,1,0.05,2025-04-28T23:23:59,erinadams,High bad a standard now. Get or young hope early better step.
ORD000410,2024-10-06,CUST5087,PART1259,-1,6927.16,CASH,2025-07-13,PHONE,CORPORATE,DEU,DEPRECATED,1,0.15,2025-02-27T06:27:07,steven47,Floor investment care nature. Represent watch leader five.
ORD000411,2025-02-04,CUST2347,PART5675,X,230.96,CRYPTO,2025-07-17,STORE,VIP,ESP,,2,0.00,2025-06-12T06:48:54,fgreen,Artist whole west wife drug example. Cover first animal travel name reason.
ORD000412,2025-03-22,CUST2144,PART5040,X,2188.45,,2025-07-22,STORE,CORPORATE,FRA,NEWCLIENT,0,0.10,2024-10-31T05:11:29,charlescruz,Since western general particularly large thank.
ORD000413,2025-06-05,CUST9520,PART9240,-1,2416.6,,2025-08-10,PHONE,,USA,SPRING2025,5,0.00,2024-09-20T04:58:36,matthew28,Economic sort friend responsibility commercial traditional real.
ORD000414,2024-07-07,CUST1466,PART6096,null,6495.39,CASH,2025-08-17,PHONE,,USA,SPRING2025,5,0.15,2025-01-29T15:58:15,ivilla,Foreign wish town game somebody. Reality thing onto play house care.
ORD000415,2024-06-29,CUST3347,PART8779,X,9331.61,,2025-07-22,STORE,VIP,ITA,SPRING2025,5,0.15,2025-04-10T21:48:55,kellyponce,
ORD000416,2025-01-21,CUST1284,PART7280,13,7840.78,,,B2B_PORTAL,B2C,USA,NEWCLIENT,5,0.10,2024-12-25T14:34:40,jamesreed,
